name,inst
Annette Dinwoodey,contralto
Min Jeong Kang,piano
Myrna Rettegi,unspecified voice
Mrs. Carl Jungen,soprano
Lorraine Adler,cello
Edward Connelly,piano
Victor Payano,saxophone
Elliot Levin,tenor saxophone
Sabu,drums
Mark Baranov,violin
Dame Myra Hess,piano
Guillermo McGill,percussion
Karan Casey,folk singer
William Liu,piano
Erskine Walcott,tenor
Mina Kitamura,flute
Neal Morgan,vocalist|drums
Josu De Solaun Soto,piano
Pat Kelley,guitar
Hina Inokuchi,piano
Marc Bonel,accordion
Ori Steinberg,piano
Oliver Colbentson,violin
Edward Brown,vocalist
Joseph Brent,guitar|mandolin|banjo
William C. Schreiner,organ
Orville Saunders,guitar
Theodore Macaulay,drums
Otis Harriel,violin
Sung Eun Lee,tenor
Courtney Merrell,alto
Richard Roland,vocalist
Gesa Gordon,violin
B. V. Achar,sruti
Renato Raffaelli,vocalist
H.G. Underwood,bass
Frederich Wemple,baritone
Nevada Van der Veer,contralto|mezzo-soprano
Charles Troiano,accordion
Andre Maquarre,flute
Billy Mackel,guitar
Phillip Dieckow,piano
Marcus Kellermann,bass|baritone
Roy Studness,piano
Jerry O'Sullivan,flute|uilleann pipes|tin whistle
Yuliy Glukhovksy,violin
Carol Ferri,piano
Peter Zazofsky,violin
Kate Moustaki,unspecified voice
Maike Krullmann,alto saxophone
Kozo Matsumoto,tenor
Fortunio Bonanova,baritone
Seryung Yoon,unspecified voice
Moonhee Kim,soprano
Efdal Altun,viola
Laura Urso,piano
Iryna Arbatskaya,piano
David Sedlinis,cello
Raija Roivainen,mezzo-soprano
Andre C. Tarantiles,harp
David Finlayson,trombone
Amadeo Zambon,tenor
Frank Sargent,unspecified voice
Benny Carter,trumpet|alto saxophone
Amadeo Zambom,tenor
Brett Pardue,tenor
Marie-Luise Neunecker,French horn
John Almeida,trumpet
Jordan Tang,piano
Toshiya Fukuda,koto
Ruth Killius,viola
Eric Larsen,piano
Shoko Inoue,piano
Jean Patchook,unspecified voice
Eric Aparicio,piano
Benji Rafaeli,vocalist
Clive Lythgoe,piano
Tiffany Pollaci,piano
Bo Ra Yang,haegeum
Jacinthe Couture,piano
Frederik Wanger,piano
Walter Reiter,violin
Nick Zaharopoulos,accordion
Sandra Moon,soprano
Robinson Love,tuba
Angelo Stefanto,violin
Christopher Dunn,guitar
Hyunjung J. Yun,piano
Cheng-Hou Lee,cello
Mabel Murphy,piano|soprano
John Seully,tenor
Benjamin Hudson,violin|viola
Brian Lynch,trumpet
William Farris,baritone
Emma Papikian,soprano
Brenda Lewis,soprano
Matthew Kahan,mandolin
Gillian Gallagher,viola
CiCi Fader,piano
Rohan de Saram,cello
Carol Brice,contralto
Altary Sherman,piano
Heinrich Schlusnus,baritone
Vladan Mijatovic,piano
Esther Lamneck,clarinet|tárogató
Patricia Berlin,contralto
Gino Cioffi,clarinet
Kali Rivera,vocalist|percussion
Patra Luv,vocalist
Julio Proll,guitar
Mark Walters,baritone
Carolyn Neidhardt,cello
Tony Marsh,vocalist
Theodore Arm,violin|viola
Liza Goitein,oboe
Shirley Verrett,contralto|soprano|mezzo-soprano
Ulla Ruotsala,cello
Steven Menard,trombone
Colette Kozusko,cello
Emily Davidson,baroque violin
Jama Jandrokovic,soprano
Natsumi Aoyama,piano
Ed Klinger,percussion
Sonny Ratcliff,drums
White Eagle,tenor
Frederick Silvester,organ
Daryl Leonard,trumpet
Philip Warner,piano
Javier Llaca,guitar
Paul Binkley,mandola
Gail Miniger,piano
Jinah Lee,piano
Elizabeth Voldstad,piano
Maria Karagevreki La Vita,mezzo-soprano
Alexander Chaleff,violin
Emily Farnell,soprano
Will Chase,vocalist
Nina Metrick,soprano
Tony Galante,vocalist
Moshe Koussevitzky,tenor
Ray Morvant,organ
Joe Soldo,flute|alto saxophone
Mick Santurio,drums
Francisco Flores,trumpet
Elena Nisonoff,violin
Miki Hirano,piano
Maurice Bonney,viola
Constance Perry,clarinet|flute
Helen Schafmeister,piano
Ann Donaldson,soprano
Margot Netti,vocalist
Marguerite White,soprano
Gladys Halstead,unspecified voice
Gonzalo Hidalgo,bassoon
Billy Cardine,dobro
Mary Elizabeth Poore,soprano
Brent Price,violin
Rebecca La Brecque,piano
Lynette Dupres,vocalist
Richard Frederickson,double bass
XingJi Piao,piano
Jose Tantao,tenor
Michal Zak,clarinet|shawm|wood flute
Florence Etta Glover,contralto
Louise Dubin,cello
Mike Cohen,clarinet|flute|saxophone
Lillian Lefkofsky,piano
Connor Sung,piano
Rita Wilson,vocalist
Holly Latulippe,accordion
Phoebe Hamilton,vocalist
Bernie Anderson,piano
Chris Stromquist,percussion|snare drum
Yeon-Su Kim,violin
Eva Latranyi,mezzo-soprano
Tina Catalano,vocalist
James R. Longacre,tenor
Rita Pavone,vocalist
Daniel Pollack,piano
David Montefiore,tenor
Dina Nesterenko,violin
Katherine Chang,piano
Fritz Faltl,bassoon
Luis Lima,tenor
Catherine Kim,piano|cello
Eric Messerschmidt,double bass
John Marcello,bass
Giampaolo Bandini,guitar
Phyllis Drummond,contralto
Barbara Blitstein,piano
Jane Eaglen,soprano
Walter Edelstein,violin
Barry Socher,violin
MiKyung Lee,cello
Joseph Jubert,piano
Ronnie Kole,piano
Elva Querze,soprano
Umberto Abramo,unspecified voice
[first name unknown] Cheatham-Thompson,unspecified voice
Chris Karan,drums
Charlotte Regni,soprano
Susan Mello,soprano
Aileen Stanley,vocalist
Luke Stence,double bass
Steven Lutvak,vocalist
Andres Anton,tenor
Leslie Tennent,baritone
Carol Rodland,viola
Alb. Hicks,baritone
Liam Bonner,baritone
Edvard Pogossian,cello
Albert Moses,piano
Mary Ellegood,flute
Eugene Joh,violin
Mark Niewirth,piano
Daniel Matsukawa,bassoon
Reverend John Kamas,vocalist
Grant Gershon,piano
Chris Washburne,trombone
Michael Suchman,unspecified voice
William Jennings Duncan,piano
Pierre Henrotte,violin
Nerine Leone,soprano
Sarah Park,piano
Donald Novis,vocalist
Henry Kiichli,bass
Alberto Sciarretti,piano
Svetlana Kzasheva,piano
Mark Verrette,cello
J. Harold Murray,vocalist
Andy Schaw,violin
Victoria Rountree,piano
Melissa Reardon,viola
Josepha Gayer,mezzo-soprano
Alfred Orda,baritone
Jean-Claude Eugene,vocalist
Yong Ma,flute
Emil Khudyev,clarinet
Jay Hoggard,vibraphone|marimba|bellophone
Athena Hodge,unspecified voice
Isidor Nashefsky,unspecified voice
Helena Biktasheva,soprano
David Pittman-Jennings,baritone
Julia Breanetta Simpson,vocalist
Ellie Cheung,piano
Zvi Plesser,cello
Giovanni Sannipoli,flute
Rejean Brunet,accordion
Alfredo Oswald,piano
Peteris Lielzuika,tenor
Vanessa Ayers,mezzo-soprano
Ivette Hernandez,piano
John Rowland,percussion
Martin Doner,unspecified voice
Anita Wadsworth,contralto
Mohamed Shams,piano
June Cummins,soprano
Michael Zeldman,vocalist
Elizabeth Marion Beecher,contralto
Sanna Ripatti,viola
Barbie Cicely Paguio,piano
Doris Davis,contralto
Phoebe Pomeroy,soprano
Anahid Ajemian,violin
Viteslav Cernoch,violin
Kiki Hawkins,vocalist
Samihullah Sarwari,dilruba
Elizabeth Mann,flute|alto flute|piccolo
Gerald Behr,violin
Gregory K. Williams,viola
Meg Bachman Vas,piano
Lulu Elmendorf,vocalist
Rafael Sanchez Sestero,tenor
Felix Spengler,piano
Timothy Yuan,piano
Lawrence Fields,keyboard
Margaret Ann Zentner,vocalist
Irena Momtchilova,viola
Stephan Slepoushkine,bass
Lawrence Marcus,piano
Edward Lamont,tenor
Jae-Hyuck Cho,piano
Robin Kani,flute
Rebecca Patterson,cello
Janet Hickey,piano
Melody Johnson,soprano
Dan Malkin,cello
Arthur Farwell,piano
Ovanes Arakelyan,piano
Elisabeth Schwarzkopf,soprano
Laura Pitkovsky,unspecified voice
Anita Rachvelishvili,mezzo-soprano
Natasha Tarasova,mezzo-soprano
Alan Marchioni,percussion
Heather Flemming,mezzo-soprano
Lorenz Graham,folk singer
Tatiana Oluich,violin
Lenny La Guire,cello
Lidija Lukich,piano
Myeong jin Shin,piano
Gioele Settembrini,tenor
Lee Hudson,double bass
Woo Min Kang,cello
Agatha Jung,violin
Andrew Saderman,piano
Paul Lange,unspecified voice
Dusica Bijelic,soprano
Melissa Kandel,soprano
Jimmy Rowles,piano|vocalist
Kaylah Paquette,unspecified voice
Harry Foley,tenor
Justin Nepute,piano
Cecilia Shim,piano
Maruga,drums
Charles Kunen,violin
Claire Paik,piano
Paolo Gavanelli,baritone
Jerome Kuderna,piano
Lesedi Ntsane,trumpet
Keiko Ueda,mezzo-soprano
Kevin Kenner,piano
Clara Dorris,soprano
Justin Abruzzo,clarinet
Maurice Nadelle,piano
Liz Callaway,vocalist
Corey Crawford,alto
Margaret Paulakis,piano
Burchard Tang,viola
Sarkis Baltaian,piano
Philippe Pierlot,viola da gamba|bass viol|alto viol
Grigory Zaritsky,violin
Igor Besrodni,violin
Nicole Phifer,soprano
Harrison McEldowney,unspecified
Artur Kaganovskiy,violin
Fred Lassen,keyboard
Aaron Gorodner,clarinet
Sabine Zwick,alto saxophone
Rene Brempong Laryea,bass-baritone
Miles Fellenberg,piano
Andreas Binder,French horn
Jaroslaw Lis,violin
Chin-Hwa Hsu,piano
Velma Middleton,vocalist
Miner Walden Gallup,piano
Todd Palmer,clarinet|bass clarinet
Ronnie S. Bauch,violin
Zamba Quipildor,tenor
Edward Strong,tenor
Brigitte Haudebourg,harpsichord
Louis Klein,bass clarinet
Alexander Ciccone,cello
Gitta Gradova,piano
Cristina Castaldi,soprano
Michael Cain,keyboard
Hannah Kang,piano
John Craig Hubbard,French horn
Yun-Chu Candy Chiu,percussion
Eyal Ein-Habar,flute
Rinsoji Kida,shamisen
James Bowman,countertenor
Chuck Israels,double bass
Eri Kang,piano
Mrs. Abraham Hyman,piano
Roger Waters,vocalist|bass guitar
Sallie Stembler,vocalist
Eileen Moon,cello
Denver Bierman,vocalist
Walter Abrahams,piano
Kyung Sun Lee,violin
Ana Taglianetti,soprano
Marek Windheim,tenor
Richard Myers,trombone
Charles Tyler,baritone saxophone
Blake Stern,tenor
Gerald Beal,violin
Sonny Greer,timpani|drums|percussion
Jesse Han,bass flute
Daniel Thomas Davis,piano
Burkhard Kerkeling,piano
Michael Strauss,piano
Wayne Brady,vocalist
Nina Lebedeva,soprano
Jerome S. Merritt,tenor
Victoria Kim,piano
Timothy Schwarz,violin
Bernhard Hartog,violin
Dominique Donnarumma,mezzo-soprano
Maria Tchaikowska,cello
Edward Higgins,trumpet
A. Korol,unspecified voice
Mathias Wexler,cello
Stephane Belmondo,trumpet|flugelhorn
Genevieva Brady,unspecified voice
Masha Beisakoff,unspecified
Lauri Shemaria,soprano
Elena Ostrovsky,soprano
Evonne Cho,piano|violin
Peter Seiffert,tenor
Charles Stifter,piccolo
Randy Rineck,vocalist
Benjamin Wolff,cello
Hattie Rosenzweig,piano
Lynda Randle,vocalist
Sumire Hara,violin
Melania Valverde,violin
[first name unknown] Fedorova,soprano
Rosalie Dresser,mezzo-soprano
Alan Jackson,guitar|vocalist
Isha Madan,unspecified voice
Nellie O'Brien,unspecified
Paul Greenwood,vocalist
Barrett Seals,oboe
Henrietta Patz,violin
Kaiping Wang,violin|viola
Martial Solal,piano
Anita Kupriss,soprano|trumpet
Chris Bohannon,vocalist
Melvin Lowery,tenor
Vivian Tsai,piano
Eun Joo Lee,mezzo-soprano
Ronnita Nicole Miller,mezzo-soprano
Heather Harper,soprano
Max Zach,viola
Joan Brickley,violin
Mordecai Shehori,piano
Zamo Mbutho,vocalist
Elaine Han,piano
Willy Hess,violin
Tessa Gross,oboe
John Koko,double bass
Ilona Thury,vocalist
Giuliano Carmignola,violin
Witold Reichhart,piano
M.W.A. Hunt,unspecified voice
Brahim Fribgane,darabukka|bendir
Ben Harper,guitar|vocalist
Julie Kim,piano|violin
Albert Yang,cello
Carole Friedman,piano
Elizabeth Regan,bassoon
Ione Dean,vocalist
Baroness von Meyerinck,soprano
Philip A. Draganov,violin
Celeste Zewald,clarinet
Viola Mitchell,violin
Armine Irving,soprano
Clifford Billions,tenor
Greg Clarke,vocalist
Roberto Rebufello,saxophone
Jeffrey Zeigler,cello
Lyle Mays,piano|keyboard
Eugene Flam,baritone
Frederick Montgomery,piano
Alexandra Christina Kocoshis,piano
Kate Goldstein,violin
Gary Levinson,violin
Lucie Stern,piano
Ramona Crosby,piano
Philine van Lidth de Jeude,soprano
Lucy Scandrett,harp
Manuel Peralta,vocalist
Cheaza Figueroa,vocalist
William H. Barber,piano
Guillermo Silva-Marin,tenor
Gregory Berg,piano
Dana Dabbous,violin
Graciela Araya,mezzo-soprano
Wieland Kuyken,double bass
Regina Palmer,vocalist
Eunice Hill,mezzo-soprano
Guy Yehuda,clarinet
Meg Okura,violin
Claire Maloney,mezzo-soprano
Jiebing Chen,erhu
May Han Tom,piano
Zuo Zhang,piano
Elizabeth Schlesinger,piano
Amir Farid,piano
Alfred Hajjar,ney
Jason Duika,baritone
Julius Huehn,bass|baritone|bass-baritone
John P. White,cornet
Robert Matthews,vocalist
Lord Carlton,vocalist
Eugene Pelletier,bass
Jillian Laviano,unspecified voice
Carrie Vecchione,oboe
Arjang Ataollahi,daf
Fritz Kramer,piano
Anita Carter,vocalist
Raul Rodriguez,percussion
Philip Tillotson,piano
Claire Austen,violin
Margaret De Graff,harp
Linnea Molly Grace Keys,piano
Iro Saia,vocalist
Marcus Trefny,cello
Jacob Christopher,tenor
Landon Taylor,guitar
Bill Reynolds,bass guitar
George Rains,drums
Rex Reed,unspecified
Morgan Kauffman,soprano
F.C. Packard,tenor
Andre Benoist,piano
Paul Koota,clarinet
Clarissa S,vocalist
Tyler Ehrlich,piano
Sara Hickman,unspecified voice
[first name unknown] Ivanova,alto
Dallyn Vail Bayles,vocalist
Sadie Knight,soprano|vocalist
Sarah Hall,unspecified voice
Kristoffer Roggemann,cello
Ashot Sarkissjan,violin
Don Grolnick,piano|keyboard
Marion Williams,gospel singer
Efrem Briskin,piano
Mary Lou Wesley Krosnick,piano
Pavel Hula,violin
Mae Rosecrans,harp
Lita Laceman,unspecified voice
Aruna Sairam,vocalist
Ji Hyun Kim,piano
Alberto Nose,piano
Alicia Ciccone,violin
Jeremy Berry,viola
Alexander Last,piano
Simon Barere,piano
Jennifer Klossner,piano
Shi Rong Huang,percussion
Raymond Mason,trombone
Faisal Zedan,derbakki
Ariel Matsumoto,piano
Terry Szor,trumpet
Mike Freeman,vibraphone
Stephanie Baer,viola
Susan Rose,piano
Jovan Kolundzija,violin
Jan Forney,vocalist
Catherine Ransom,flute
Ramon Lormans,marimba
Albert Wu,piano
Eugene List,piano
Daniel Schwait,bass
Karl Kawahara,violin|baroque violin
Mary Jones,unspecified voice
Krzysztof Chorzelski,viola
Bob Beahon,vocalist|bass guitar
Paul Slobodian,unspecified voice
Matthew Anderson,tenor
Michelle LaPorte,flute|alto flute
Katalin Viszmeg,violin
Shobha Gurtu,vocalist
Jessica Skiba,mezzo-soprano
Mary Testa,mezzo-soprano
Terry Clements,guitar
Ariana Nella Ghez,oboe
Frank Zottoli,synthesizer
William C. C. MacDuff,violin
Hassan Usakkut,qanun
Janet Workman,piano
Alexandra Aguirre,flute
Jocelyn Taylor,soprano
Julian Kytasty,vocalist|sopilka|bandura
E. Robert Schmitz,piano
Frida Windolph,soprano
Colette Valentine,piano
Jose Villanueva,trumpet
Alice Valden Williams,piano
Yuki Hasegawa,koto
Dan Hill,vocalist
John Papastefan,percussion
Samuel E. Goldfarb,organ
Margi Young,unspecified
Tomasz Ostaszewski,accordion
Hudson B. Carmody,bass
Sergio Brandao,double bass
Zachary Jay,flute
Natalie Durhan,piano
Ji Youn Lee,piano
Kenny Bentley,tuba
Carol Neblett,soprano
Peter G. Abbott,tenor
Jimmy Berg,piano
[first name unknown] Deutsch,mandolin
Philip Koch,vocalist
Cynthia Kessel,mezzo-soprano
Ariel Francisco Dechosa,piano
Katherine Pence,piano
Marenda Perry,soprano
Sam Ahia,guitar
Muriel Foster,contralto
Mark Dancigers,guitar|electric guitar
Christopher Colmenero,tenor
Roberta Rust,piano
Johnny Paycheck,vocalist
Mark Nadler,piano|vocalist
Yvonne Aquino,cello
Karolina Jaroczweska,cello
Jordan Enzinger,cello
Deborah Grant,violin
Moby,guitar|vocalist|electronics
So Jung Imm,piano
Arthur Greenslade,piano
Bob Jones,electric guitar
Spencer Myer,piano
Kristoffer Hyldig,piano
Cecile Dulac,soprano
Dawn Upshaw,soprano
Doris Patston,vocalist
Akemi Takayama,violin
Sue Allard,French horn
Diane Morningstar,piano
Charles A. Kaiser,tenor
Dana Ciocarlie,piano
Charles Nedich,clarinet
Yo-Lan Shaw,piano
Susan Slaughter,trumpet|post horn
Richard Bernstein,bass|bass-baritone
Mayumi Lehr,piano
Cleo Fry,unspecified voice
Carol To,soprano
John D. Neiman,baritone
Jonathan Benjamin,piano
Katherine Maysek,mezzo-soprano
Warren R. Walworth,baritone
Serge Bielanko,guitar|vocalist
Ivan Vele,panpipes|bombo
Jamie Kotmair,baritone
Henry Graebener,piano
Mary Shaw Swain,piano|harpsichord
Franz Kittl,clarinet
Stephen Tobin,percussion
William Johns,tenor
Wilfredo Feliciano,piano
Melanie Guttman,unspecified voice
Buika,vocalist
David Salsbery Fry,bass
Rossen Nedelchev,percussion
Herbert Witherspoon,bass
Alma Michelini,soprano
Elizabeth Kelsay,soprano
Sonia Essin,contralto
John Bellemer,tenor
Maren Nelson,mezzo-soprano
Jessamine Hallenbeck,soprano
Tedd Firth,piano
Samantha Siegel,piano
John Neagle,piano
Wendall Creasy,tenor
Dante Valdivia,piano
Nataliya Vsevolodskaya,guitar
Linda Marencik,vocalist
Marijia Katsouna,bendir|athanatos
Tigran Nanian,piano
Pasquale Pellegrino,violin
Kenny Aaronson,bass guitar
Avner Arad,piano
Del Staigers,cornet
Madeleine MacGuigan,violin
Hinda Barnett,violin
Josh Horowitz,accordion
Miki Hanta,violin
Antonio Stragapede,baritone
David Davis,violin
Mikhail Hallak,piano
Vittorio Sforzi,piano
Ik-Hwan Bae,violin
David Intrator,bassoon
Jack French,piano
Yolanda Adams,vocalist
Lester A. Walters,tenor
Mildred Faas,soprano
Risa Yamasaki,piano
Beata Bilinska,piano
Trisha Yearwood,vocalist
Randolph Kelly,viola
Randol Rodriguez-Rubio,tenor
Cyril Pahinui,slack-key guitar
Vic Damone,vocalist
Lisa Paino,piano
Kian Soltani,cello
Harold Rosenbaum,baritone
Shih-Yu Cheng,piano
Theodore Blondel,vocalist
Julie Nesrallah,mezzo-soprano
G.N. Pinto,violin
Roger Garland,violin
Thomas W. Olsen,tenor
Chaslau Lynsha,piano
Shizuka Kida,piano
Richard Woods,vocalist
Joe Malinaggi,violin
Cecilia Lo-Chien Kao,piano
Lillie Schroeder,piano
Urbano Sanchez,percussion
Joan Berkhemer,violin
Tracy Lord,tenor
William Richardson,trombone
CJ Camerieri,trumpet|French horn
International Marimba Symphony Orchestra,marimba
Brooks Barnett,trumpet
Ji-Hwon Na,cello
Alan Ferber,trombone
Geraldine Farrar,soprano
Noriko Suzuki,piano
Mario Lalli,tenor
Ena Freeman,soprano
Benjamin Adler,cornet
Joe Byrd,double bass
Robert Langevin,flute
Eli Yamin,piano
B. Bolotine,unspecified voice
August Kahlkof,double bass
Dan Forrest,piano
Evgenia Pilyanvina,piano
Jacek Blaszkiewicz,piano
El Chaparro,vocalist
Eric Lindsey,bass-baritone
Jessica Eddins,soprano
Joao Pedro Ruela,percussion
Lorraine Goodman,vocalist
David Moore,cello|double bass
Tiffany Zhang,piano
Israel Joseph,piano
Timothy Hurtz,oboe
Venus Anastasiades,piano
Jessica Leung,piano
Enrique Gardano,guitar
Carmen Miranda,vocalist
Gertrude May Stein,contralto
Glen Velez,vocalist|drums|percussion|marimba|glockenspiel|frame drum
Eriks Jerumanis,bass
Carlos Rivera,double bass
Mulgrew Miller,piano
Sylvain Leroux,tambin
Elizabeth Eiel,soprano
Lauren Fox,vocalist
Julie Fugler,soprano
Sherban Lupu,violin
Sergio Prieto,violin
Jeffrey Lang,French horn
Ingus Naruns,cello
Clarice Jensen,cello
Brian Wahlstrom,baritone
Herbert Holtman,violin
A. Mossman,tenor
Brian S. Hunt,tenor
Linda Teixeira,accordion
Peter Bornstein,violin
Jennifer Bernstein,piano
Mulugeta Hailu,bass guitar
Young Joo Shin,soprano
Charlie Brown,guitar
Robert Chen,violin
Jean Antrim,flute
Olive Marshall,soprano
A.T. Kerr,tenor
Leopold Mittman,piano
Bobby Keys,French horn
Tom Cupples,trumpet
Carlos Monteiro,drums
Enrico Elisi,piano
Winthrop Rutherfurd,bass
Betsy Faden,piano
Stella Blatsoura Simeone,piano
Yoshie Fruchter,guitar
Bob Carroll,baritone
Kalvin Foo,zhongruan|ruan
Michal Novemsky,oboe
Li Wang,piano|erhu
James Ecker,piano
Kevin Spire,tenor
Jonathan Tan,erhu
Mary Brosky,mezzo-soprano
Chelsea Bene,handbell
Don Ehrlich,viola
Ruth Cumbie,piano
Alex Veltman,cello
Alvin Brehm,piano|double bass
Graham Purkarson,portative
Eric Gale,guitar
Jade Stice,vocalist
Luis Baez,clarinet
[first name unknown] Mazure,clarinet
Peteris Zarins,piano
William Yoon,piano
Eric Thomas,clarinet
Nicholas Underhill,piano
Hsia-Jung Chang,piano
Peter Myers,cello
Paquita Madriguera,piano
Melinda Gross,piano
Esther Heideman,soprano
Charlotte Ritchie,vocalist
Ada Sari,soprano
Jimmy Kaina,piano|vocalist
Lana Johns,flute
G.H. de Rebayliati,piano
Norbert Ernst,tenor
Yoshino,flute
Kennl Rayez Hobson,baritone
Hiromi,piano
Deborah Speer,soprano
Husnu Senlendirici,clarinet
Katalin Kokas,violin|viola
Avi Burbaum,bass guitar
Lera Auerbach,piano
L. Bleier,soprano
Majida El-Roumi,unspecified voice
Ashley Pelton,viola
Ryan Speedo Green,bass-baritone
David Park,violin|piano|piano
Yiwen Jiang,violin
Kaleb Magnussen,guitar
Jess Jurkovic,piano
Karen Prunzik,vocalist
Andrades Lindsay,piano|organ
Michael Dodd,euphonium
Emily Price,mezzo-soprano
Goran Filipec,piano
Virginia Capers,vocalist
Timothy Long,piano
[first name unknown] Van Cook,vocalist
Heather Holden,flute
Kevin Wall,tuba
Shinok Choi,soprano
Hae Ji Chang,soprano
Tonino Miano,piano
Sergio Franchi,tenor
Thomas Rudberg,piano
David B. Salovitz,baritone
Heather Quinn,violin
Sanford Benenson,piano
Anna Warshawsky,piano
Sujin Park,cello
Yumi Iguchi,piano
Robert Bonfiglio,harmonica
Alvin Rogers,violin
Henry Nigrine,viola
Leslie Warren,harp
Miah Persson,soprano
Alessandro Mignani,violin
Claude Monteux,flute
Lillian Jackson,piano
Catherine Manoukian,violin
Elisa Cooper,piano
Stephen Crout,piano
Berrick Von Norden,tenor
Patsy Shaw,vocalist
Robert Amirkhanyan,piano
Stephen Chapin,piano|vocalist
Stephen Mark Brown,tenor
Martin,drums
Kevin Nathaniel Hylton,vocalist|percussion|mbira
Anastasiya Roytman,soprano
Luther Creek,vocalist
Eddie Vinson,vocalist|alto saxophone
Henry Pearson,bass
Henry Nowak,trumpet
Antonio de Raco,piano
Rick Loewus,guitar
Dolores Fitzer,piano
Celia Hatton,viola
Karla Rivera,soprano
J. F. R. Wilson,organ
John Chiodini,guitar
Pat Benatar,vocalist
Josh Henderson,violin
