name,inst
Della Natasha Davies,violin
Buddy Tate,tenor saxophone
Matt Barbier,trombone
Alexander Dedukhin,piano
Madeleine Bouissou,cello
Hsing-ay Hsu,piano
Yoon Young Cho,piano
Joseph Perry,piano
Olga Masakowska,unspecified voice
Chantal Serafica,piano
Benjamin Pickard,violin
Hye Young Kim,piano
Martina Cukrov,piano
Dean X. Johnson,piano
Janos Berkes,tenor
Matthew Polenzani,tenor
Donnacha Dennehy,electronics
Buddy Crutchfield,vocalist
Nora Fauchold,soprano
Guido Gonzales,trumpet
William Park,cello
Mingzhe Wang,clarinet
Bert Shefter,piano
Ray Loeckle,keyboard|woodwinds
Linda Sandhaus,flute
James Chu,clarinet
Helen Lin,piano
Jon Pierson,vocalist|trombone
Merrill Greenberg,oboe
Renoly Santiago,vocalist
Celina Guerrero,soprano
Burkard Stangl,guitar|electronics
George H. Morgan,organ
Broadus Erle,violin
Dorrie Crouch,flute
Yukiyo Matsuzaki,piano
Junior Mance,piano
Andrew Randall,French horn
Muriel Sieber,accordion
Bradley Aikman,double bass
Melanie Sonnenberg,mezzo-soprano
Robert Belinic,guitar
Willard Loomis,tenor
Iris Kaplan,piano
Teruyuki Okada,piano
Stephen Oosting,tenor
Adah Conner,soprano
Jake Miller,drums
Megan Marshall,mezzo-soprano
Bastian Weinhold,drums
Yaco Monti,vocalist
Verdean N. Brown,soprano
Dave Bargeron,trombone|tuba
David Cook,clarinet
Lillian M. Taylor,contralto|mezzo-soprano
Marian French,mezzo-soprano
Joan Peterson,soprano
Ellie Mao,soprano
Lee Shing,piano
Young Soo Hyun,flute
Sergius Kagen,piano
Eloise Oates,unspecified voice
Victor Manuel,piano
[first name unknown] Harding,banjo
Maria Victoria Torrilhon,piano
Ginny Wang,alto
Tristan Andrews,guitar
Irra Petina,mezzo-soprano
Lolita Jackson,vocalist
Hagar Ben-Ari,double bass
Marc Johnson,double bass|cello
Clara Johnson,piano
Le Roy Carner,unspecified voice|baritone
Scott Allen,tuba
Sarah Biber,cello
Eric Dixon,alto saxophone
Charles Strony,piano
Andrea Somma,viola
Ensign Bjorksten,unspecified voice
George Jones,clarinet|guitar|vocalist
Johnny Martel,trumpet
Elisa Belmonte,soprano
Fayrouz,vocalist
Elizabeth Brownlee,harp
John Steele Ritter,piano|keyboard|harpsichord
Paul Schoenfield,piano
Norman Douglas,unspecified voice
Murray Adler,violin
Jung Hee Oh,janggu
Rita La Fontaine,soprano
Lewis Zhou,piano
[first name unknown] Countess Von Lowenhjelm,soprano
Anis Fuleihan,piano
Viviana Guzman,flute
Jackie Reed Mackie,vocalist
Janusz Kowalski,tenor saxophone
Yacouba Cissoko,kora
Thad Wheeler,vibraphone|percussion
Crespin Kpitiki,vocalist|percussion
Maria Prinz,piano
Henry A. Kudkin,vocalist
Carlos A. Tirado Bujosa,baritone
Craig Perler,piano
Francis Motley,bass
Ann Setzer,violin
Moustapha Faye,keyboard
Jai-Sook Lee,soprano
Dai Uk Lee,piano
Ada Sassoli,harp
Deborah Bushman,flute
Mary Ford,vocalist
Adam Havrilla,bassoon
Katarzyna Pawlowicz,piano
Leon Kuntz,French horn
Lisa DeLuca,violin
Haesook Kim,gayageum
Marilyn Sherman Lehman,piano
Ethel Fox,soprano
Douglas Sills,vocalist
Joshue Ott,superDraw
Mayumi Okuyama,piano
Augusta Quaranta,soprano
William Moy,piano
Keren Ann Zeidel,vocalist
Erika Dohi,piano
Katherine Sanford,cello
Dalies Frantz,piano
Anthony Rooley,lute
Toufic Maatouk,bass-baritone
Francesco Longo,piano
Melanie Helton,soprano
Magdalena Suchecka Richter,violin
Kim Weston,vocalist
Gazan Watanabe,shakuhachi
Paula Kasin,cello
Megan Tweed,viola
Melvin Butler,tenor saxophone|soprano saxophone
Jan Smeterlin,piano
Ian Kozlara,tenor
Sam Furnace,flute|alto saxophone|woodwinds
Joanne Shenandoah,vocalist
Brian Zeng,piano
Timothy E. Kimbrough,piano
Janet Rowe,soprano
Roy Buchanan,guitar
"Horace ""Spoons"" Williams",spoons
Lauren Davis,violin|piano
Elena Leonova,piano
Estee Chaimson,piano
Rolf Kuhn,clarinet
J. Taylor Hightower,baritone
Doris Reed,soprano
Derek Gripper,guitar
Hans Gregory Ashbaker,tenor
Ruxandra Donose,mezzo-soprano
John Pickford Richards,viola
Harrison R. Burdick,organ
Bessie Benson,piano
Elva Gaytan,vocalist
John R. Sweeney,unspecified voice
He Jung Hong,piano
Mark Vanderpoel,double bass
JuYoung Kim,piano
Antonella De Vinco,piano
Matthew Manwarren,piano
Andy Simpkins,double bass
Abigail Nims,mezzo-soprano
Brant Adams,piano
John Cullum,baritone
Richard Fisher,guitar
Luciano Cirilli,tenor
Melody Dai,violin
Pamela Cook,piano|harpsichord
Hongchang Yan,unspecified
Ieva Jokubaviciute,piano
Yuka Michitaka,piano
Robert Casadesus,piano
Jens Elvekjaer,piano
Rabah Khalfa,vocalist|tar|darabukka|daf
Chuck Redd,vibraphone|drums
Kirk Mouser,vocalist
Hrant Parsamian,cello
Olive Hoffmeyer,piano
Alan Lomax,vocalist
John McMinn,flute|alto saxophone
Katie Suss,piano
Robert Osborne,bass|baritone|bass-baritone
Kyle Guglielmo,baritone
Hanna Hurwitz,violin
Lillie Sang-Collins,piano
Francesco Pepicelli,cello
Ellen Furman,piano
Karen Savage,piano
Nunzio Gallo,vocalist
Lisa Studness,piano
Kekuhi Kanahele,guitar|vocalist|ukulele
Byron Cuttler,unspecified
John Wustman,piano|organ
R. Edward Dell,harpsichord
Rannveig Braga,mezzo-soprano
Mary Jo Pagano,piano
Michael Mustafa Ulmer,percussion|didjeridu
Steven Rettegi,piano
Ariacne Trujillo,piano|vocalist
Jordan Scannella,bass guitar
Pepe Romero,guitar
John Bunch,piano
Speranaza Scappucci,piano
Hai Kyw Hwang,piano
Belle Berwitz,soprano
Teodoro Anzellotti,accordion
Marie Louise Wireman,piano
James Sullivan,double bass
Gary Fritz,drums
Catherine Clarke,soprano
Hattie Sholder,piano
Arminda Canteros,piano
Jessica Du,piano
Susan Shumway,violin
Elsie Kirchgessner,piano
Llewellyn Sanchez-Werner,piano
George Anthony Figueroa,violin
Catherine Sulit,piano
Gianni Socci,bass
Anna Turkel,soprano|mezzo-soprano
Haodong Wu,piano
Adelaide Hall,vocalist
Kun Woo Paik,piano
Valdo Garman,piano
Katrina Davies,piano
Keiji Ishiguri,piano
Judith Marraccini,soprano
Adam Altar,clarinet|bass clarinet
Oedoen Partos,viola
T. West,vocalist
Raul Luzardo,unspecified
Maria Muro,soprano
Lucas DeBard,vocalist
Matt Aronoff,bass guitar
Oscar Reyes,piano
Anna JiEun Lee,violin
Faye Greenberg,vocalist
Constantine Nicolay,bass
Michelle Johnson,soprano
Susanna ten Wolde,vocalist
Minghuan Xu,violin
Julie Ferrara,oboe
Evan Atkinson,piano
Audrey Abela,piano
Evgenia Chaverdova,mezzo-soprano
Yefim Bronfman,piano
Caroline B. Smith,soprano
Richard DeRosa,drums
Hajime Tohyama,unspecified voice
Cynthia Servetas,mezzo-soprano
Theresa Santiago,vocalist
Tim Tobin,tenor
Carlos Elias,violin
Ron Townson,vocalist
Samantha Monteleone,piano
Craig Devereaux,flute|alto flute
Joung Ja Kim,soprano
Justin Hopkins,bass-baritone
"Santiago ""Chago"" Martinez",timbales
Lainie Kazan,vocalist
Karen Kushner,piano
Eddie White,double bass
Tyne Daly,vocalist
Thiago de Mello,percussion
Kristin MacKenzie,piano
Adam Hayward,violin
Xue Annie Ding,viola
Ann Labin,violin
Clifford Walker,piano
Wonju Ji,piano
Hsin-I Huang,piano
Ki Cheol Kim,janggu
Esther Jang,piano
Helen Kardon,vocalist
James Rivers,saxophone
Lanny Paykin,cello
Dorothy Knell,clarinet
Deborah Tranelli,vocalist
Ed Cherry,guitar
John Sciullo,piano
Julia Kuebler,contralto
Billy Barnes,piano
Daishin Kashimoto,violin
Margaret Spiegelman,cello
Edna Schaeffer,vocalist
Joseph Meyer,violin
Leonard Rudkow,piano
Ederliza Concepcion,vocalist
Jan Schroeder,French horn
Marcella DeCray,harp
Jesse Stacken,piano
Sevgi Topyan,piano
Jayant Chatterjee,unspecified
Azar Lawrence,tenor saxophone|soprano saxophone
Marianna Prjevalskaya,piano
Lu Sun,erhu
Joe Mooney,organ
John McArthur,piano
Consuelo Karoly,mezzo-soprano
Fred Hufsmith,tenor
Seth Fletcher,euphonium
Jungwook Choo,cello
Carl Feminzer,violin
Jomei Liao,piano
Catherine Payne,piccolo
Giulia Genini,bassoon
Enrico Macias,guitar|vocalist
Bernd Frank,clarinet|tenor saxophone
Emil Gramm,piano|violin
Luz Tejada,unspecified
Eveleen Dunmore,unspecified voice
M. Mathilde Prevant,soprano
Pernell Saturnino,percussion
Patricia Turner,soprano
Chiharu Nakai,piano
Eugene Bianco,harp
Caitlin Lynch,soprano
Lana McCrea,piano
Akiko Konishi,piano
Stella Platz,piano
Robin Bier,tenor
Nathan Harris,piano
Monona Bergor Rossol,soprano
Daniel F. Smith,piano
David Root,tenor
Elisabeth Schumann,soprano
James Wolfe,bass
Anna Gertrude Toohey,soprano
Leo Jeng,vocalist
Joe Hunt,drums
Rudolf Kolisch,violin
Tommaso Longquich,clarinet
Alex Kreger,piano
Edward Goldschneider,piano
Tali Roth,guitar
Adam Goloub,piano
Bobby Hamilton,drums
Betty Madigan,vocalist
Bonarios Grimson,violin
Ignace Strasfogel,piano|continuo
Julio Andino,bass|piano
Nicholas Houhoulis,tenor
Billy Higgins,drums
Patrick Landeza,vocalist|slack-key guitar
Rene Lecuona,piano
Paul Spencer Adkins,tenor
Tamara Bering,mezzo-soprano
Lora Deahl,piano
Elissa Miller-Kay,piano
Hallet Dolan,tenor|boy soprano
Shepard Coleman,cello
Man-Wai Che,cello
Leon Albert Williams,baritone
Donald Sinta,alto saxophone
Erna D. Greenfield,unspecified voice
Duke Habernickel,unspecified
William Naess,viola
David Liles,percussion
Sayoko Shimizu,piano
Kimya Dawson,vocalist
Givaldo Jose Dos Santos,percussion
Marietta Simpson,contralto|mezzo-soprano
Roxanne Schafranek,violin
Junior Daugherty,fiddle
Jamie Lim,cello
Julian Z. Yu,piano
Kathie Lee Gifford,vocalist
Yoon Sook Park,kayagum|changgo
John Einhaus,piano
Fred W. Simpson,trombone
Alexander Toradze,piano
William Kuang,piano
Wiley B. Maddox,baritone
Debendra Shankar,sarangi
Yoko Matsuda,violin
Jan Michael Muller-Szeraws,cello
A. Kempf,piano
Mikhail Manevich,tenor
Jacques Landau,unspecified voice
John Zhang,piano
Brian Lamport,piano
Don McComb,tenor
Choong Yeon Cho,clarinet
Boris Borgolotto,violin
Beth Ledbetter,clarinet
Sally Choi,cello
Frederick Fuller,baritone
Stephanie Lauricella,mezzo-soprano
Lori McCann,soprano
Kitty Carlisle Hart,soprano
Harry Hansen,accordion
Reah Sadowsky,piano
Corin Lee,violin
Sarah Vaughan,vocalist
Walter Rubsamen,flute
Genya Ravan,vocalist
Manhua Gao,soprano
Maurice Hewitt,quinton
P. Furcht,soprano
Veronika Eberle,violin
Alfred Prinz,clarinet
Wu Long,piano
Claire Blaine,vocalist
Eric Dudley,tenor
Alex Iriza,violin
Julianne Froehlich,soprano
George Abraham,piano
Wladimir Kossjanenko,viola
Louis Green,violin
Agnes Kim,cello|flute
Grigory Soloviov,bass
Dan Giangiobbe,guitar
Nathan Granner,tenor
Paula Sisson,violin
Reginald Mobley,countertenor
Stephen Framil,cello
Stephen Jeandheur,trumpet
Don Frazure,tenor
Kate Gould,cello
Ketty Paz,unspecified voice
Elizabeth Bruismade,unspecified voice
Kjell Ohman,piano
E. Wright,French horn
Lynelle Jonsson,vocalist
Bob Wilber,clarinet|alto saxophone|saxophone|soprano saxophone
Martha Baird,piano
Jan Pulsford,keyboard
Ljupco Samardziski,double bass
Naho Nayuki,violin
Robert Murowski,drums
Aurelio Gabaldon,tenor
Simon Streatfeild,viola
Panama Francis,drums
Cheryl Lovinsky,French horn
Anne Paul Chase,soprano
Wen-Yin Chan,piano|sampler
Stephen Lancaster,baritone
Arsenio Rodríguez,guitar|tres
Emi Kagawa,piano
Paul Morgan,cello
Nadine-May Greenberg,piano
Nobuyori Takeda,piano
Marlena de la Mora,soprano
Dan Satterwhite,tuba
Brenda Braxton,vocalist
Gary Schmidt,piano
Cao Bao-An,erhu
Marcus Miller,bass guitar
Kuntaro Deguchi,piano
Hai Zheng,cello
Tom Gimbel,guitar|keyboard|tenor saxophone
Thomas Schippers,piano
Cristina Altamura,piano
Tommy Dorsey,trombone
Seven Odon,vocalist
Jovanotti,vocalist
Dmitri Yablonsky,cello
Bertha Lansing Rodgers,unspecified voice
Alfred S. Savage,baritone
Pei-Jung Lorraine Wu,piano
Seth Carlin,piano
Breanndan O Beaglaoich,vocalist|accordion
Anne Martindale Williams,cello
Asis Reyes,flute
Ron Cook,vocalist
Christian Thaulow,violin
Sue Yeon Park,janggu
Neal Alger,guitar
Sara Stern,flute
Melvin Berger,viola
Grant Herreid,guitar|lute
Barbara Leeds,vocalist
John Di Francesco,baritone
Russel Brazzel,guitar
Marcia Meikle,soprano
Edward Babb,trombone
Gulnara Mashurova,harp
Kasey Custer,flute
Dagmar Rubner,piano
Charles Braugham,drums
Aune Antti,soprano
Constance Kellner,piano
Cynthia Printup-Harms,soprano
Emily Herrera,soprano
Luther Randal,piano
Kalla Khan Manganiyar,vocalist|kamayacha
Peter Gotzel,viola
Nikolaus Romisch,cello
Jerry Wayne,baritone
Edward Hayes,boy soprano
Zachary Redler,percussion
Lillian Helburn,piano
Michael Cerveris,vocalist
Natacha Lam,piano
Frankie Trumbauer,saxophone
Shu-Wei Tseng,piano
Ignasi Alcover,cello
Helen Boatwright,soprano
Rosanna Stokes,vocalist
Florence Rees,piano
Justin Randolph,tenor
Jesse Larsen,piano
Rong-Yan Tang,violin
Tommy Sakon,guitar
Ruth Elmore,mezzo-soprano
Nikola Zan,bass
Simo Damiron,piano
Adam Daveline,vocalist
Judith Emma Mathieu,vocalist
Marcus Schmidinger,French horn
Harrison Christian,baritone
Christopher Rohrs,clarinet
Michael Bruno,drums
Nathan Gunn,baritone
Waltraud Meier,soprano|mezzo-soprano
Ronald Sat,piano
Marie-Therese Ghirardi,guitar
Ian Howell,countertenor
A.T. Rubel,contralto
Romuald Lipko,keyboard
Charles Lichter,violin
Fred Manzella,violin
Kristin Flower,bassoon
Josh Ginsburg,double bass
Donald Betts,piano
Oscar Noriega,bass clarinet
Ida Wolsky,piano
Robert La Rue,cello
Jeffrey Khaner,flute
Carl Eberl,viola
William Wanderman,piano
Nice Moreska,mezzo-soprano
Hee Yeon Kim,violin
Steven Silverman,piano
Kevin Gray,piano
Alessandra Rodda,French horn
Brett Lucas,guitar|vocalist
Sergio Assad,guitar
Keith Kirkpatrick,French horn
Guido Bussinelli,tenor
Ralph Bisceglie,tenor
Bryan Umberto Hoyos,tenor
Alfredo Valenti,baritone
Lorraine Haddad,clarinet
Eva Kokoris,soprano
Andrei Pushkarev,vibraphone|percussion
Sheena Tsai,violin
Michelle Price,soprano
Karen Huen,piano
Margaret Helfer,oboe|English horn
Zhan Manhua,mezzo-soprano
Carroll Freeman,tenor
Jean Jean-Pierre,drums
Raphael Diaz Albertini,violin
Matthew Pereira,tuba
Arturo Mareschalchi,baritone
Camille Seygard,soprano
Joel Weiskopf,piano
Estelle Parnas Oringer,piano
Amor McGuinness,soprano
Marka Young,violin
Camille Thompson,piano
Suzanne Vinnik,soprano
Amy Butterworth,soprano
Sean Healton,guitar
Sa Chen,piano
Paul Loyonnet,piano
Mark Primiano,percussion
Gilbert Sabitzer,alto saxophone
Ellen Powell,piano
Krystian Zimerman,piano
Robert Payson Hill,piano
Daniel Hane,bassoon
David Nadien,violin
Jeffrey Wallace,unspecified voice
Emily Misch,soprano
Elizabeth Weismantel,vocalist
Noelia Chung,piano|flute
Saul Bitran,violin
James Friskin,piano
Oliver,vocalist
Nides Arranzamendez,drums
Corinne Curry,soprano|mezzo-soprano
George Livings,tenor
Morrie Sherry,clarinet
Alexander Rohatyn,cello
Joo-in Lee,violin
Michael Fardink,piano
Orli Shaham,piano
Harold Alexander,unspecified
Adele Lewing,piano
Dennis DeSantis,drums|percussion
Ryosuke Yanagitani,piano
Andrew Taylor,cello
Andrea Lee Smith,flute
Daniel Keown,tenor
Annie Hughes,vocalist
Jessica Ma,piano
Mary Chaiken,piano
Arianna Schickel,violin
Stasys Liepa,baritone
Ida Hutching,unspecified voice
Lea Van Dyck,soprano
Danny Burkhard,percussion
Mari Barova,contralto
Catherine Perman,soprano
Ronnie Burrage,drums
Larry Bell,piano
Gavin Bondy,trumpet
Hasmeet Lamba,piano
William Schubert,viola
Paula Provo,harp
Stefani Feldman,clarinet
Ara Cho,viola
Jimmy Rosenberg,guitar
Rodger Swarth,Crumar orchestrator
Danny Hawthorne-Foss,baritone saxophone
Lillian G. Julian,piano
Rolf de Brandt-Rantzau,piano
Dietmar Schwalke,cello
Eric Chernov,vibraphone
Charles Kiester,tenor
Nico Abondolo,double bass
Thomas Burritt,percussion|marimba
Edward Burns,bassoon|contrabassoon
Paulo Braga,piano|drums
Cheol Woong Kim,piano
Edmund C. Wall,clarinet
Frances Borowsky,cello
Lauren Kwon,piano
Martin Edwards,tenor
Dildar Hussain,tabla
Tadeusz Domanowski,piano
Marie Fox,mezzo-soprano
Richard Happe,French horn
Janet Montgomery,continuo
Alexa Kim,piano
Joe Cunningham,alto saxophone
Mrs. F.W. Watkins,soprano
James Lee Wyatt III,percussion|tubular bells
Marian Marsh,soprano
Al Grey,trombone
Deborah Sundel,piano
Sam Phillips,vocalist
Mari Okubo,vocalist
Dinard Smith,piano
Lalu Joseph Alappatt,tabla
Aleksey Dyugaev,baritone
Joseph Yungen,piano
Elizabeth Keusch,soprano
Paolo Coni,baritone
Ellen Ballon,piano
John Chin,piano
Tanja Becker-Bender,violin
Francis Maher,boy solo unspecified
Jack Huber,boy solo unspecified
Philip Hosford,piano
Cristie Strongman,soprano
Inci Basarir,contralto
Ronald Naldi,tenor
Gerald Schwartz,piano
Edouard Dethier,violin
Eleonor Auer,piano
Jacqueline Humbert,vocalist
Abdul Aziz,vocalist
Gennsly Ediansyah Syams,piano
Mirian Conti,piano
Nyra Dorrance,vocalist
Kil Ho Bang,tenor
Dan Weiss,drums
Alexandra Hughes,mezzo-soprano
Steve Tyrell,vocalist
William Roeth,piano
Cutty Cutshall,trombone
Sandra Miller,flute|recorder|transverse flute
Robert Brink,piano
Duani Martins,guitar|vocalist
Philipp Gerschlauer,alto saxophone
Lillian Colon,vocalist
Carmine Rojas,bass guitar
Monica Bauchwitz,violin
Ted Brabham,piano
Yuri Cherniavsky,violin
Marcia Van Dresser,soprano
A. Menchner,piano
Albert DeAncy,bass
Briana Hunter,mezzo-soprano
Orlandino Balan,piano
Theo Ratner,violin|viola|cello
Jacob Varmus,trumpet
Dale Kirkland,trombone
"Cliff ""Scharlie"" Hall",unspecified
Alban Gerhardt,cello
Aksel Kolstad,piano
Ethel Merman,vocalist
John Taylor,guitar
Ella Schwarz,piano
Alexandra Gallo,drums
Marilyn Shrude,piano
Ethel Rust Mellor,soprano
Erich Kory,cello
Julian Karolyi,piano
Ray Sasaki,trumpet
Henry Rubin,violin
Steven Cole,tenor
Sandra Nikolajevs,bassoon
Clemens Flieder,violin
Keiko Yamaguchi,piano
Lena Grozman,piano
Nils Soderstrom,vocalist
Pauline Liauw,piano
John Harbison,piano|harpsichord
Larry Karush,piano
Duncan Thomson,bass
Tamaki Kanaseki,violin
Susan Stone,flute
Jack Cavari,guitar
Elizabeth Sutton,soprano
Laszlo Fenyo,cello
Linda Calizte,piano
Rosa Feola,soprano
Maryanne Kyle,soprano
Rebecca Holley,piano
Daniel Lee,bassoon|cello
Ben Tucker,double bass
Eliot Sumner,vocalist
Chelsea Xia,violin
Susan Salm,cello
Mark D. Haddad,bass
Leonardo Genovese,piano
Liu Liu,piano
Jia Hou,piano
Oliver Neubauer,violin
Iris Elezi,piano
Valarie Lamoree,soprano
Caroline Ashton,soprano
Melissa Wei,piano
Kyoko Edwards,piano
Martin Gonzalez,countertenor|alto
Emily Braham,unspecified
Christine Schroeder,piano
Ka Kit Tam,piano
Angelina Gadeliya,piano|organ|harpsichord
Larry Spivak,percussion
Elenor De Benedetto,soprano
Eija Raisanen,soprano
Howard Borden,unspecified
Myeong Sook Park,mezzo-soprano
Joris Roelofs,tenor saxophone|bass clarinet
Jeno Antal,violin
Song-Yi Park,piano
Demian Diaz,vocalist
Sydney Rayner,tenor
Philip Cham,piano
Albert Lockwood,piano
Daniel Choi,piano|violin
Harry Hershfield,storyteller
Maksim Isayev-Kortez,guitar
Jean Handzlik,contralto
G. E. Stinson,guitar
Joann Grillo,mezzo-soprano
Nana Fujiwara,piano
Ed Rayes,guitar
Elena Obraztsova,mezzo-soprano
Else Kaufmann,vocalist
William Russo,trombone
Lois MacMahon,soprano
Victoria Weill,mezzo-soprano
Lily Klyjyan,violin
King James,soprano saxophone
Warren Seacord,accordion
Juan E. Martinez,vocalist|percussion
Ronald Shannon Jackson,drums
Cheri Coons,vocalist
Bryan Adams,vocalist
Arjun Iyengar,piano
Justin Blasdale,piano
Ashley Koo,flute
Anna Kasyan,soprano
Emil Koehler,piano
Sarm Kim,violin
John Buttrick,piano
George Bedner,tenor
Vahe Hagopian,piano
Muriel Rahn,soprano
Victor Lubalin,cello
Evelyn Mo,piano
Denis Lee,bass clarinet
Frederic Dixon,piano
Emily Froehlich,piano
Quirijn van Regteren Altena,double bass
Thomas Mayer,piano
David Szepessy,cello
Grigor Balagian,drums
Clifford DuPree,tenor
Lee Hui-Ping,viola
Suzannah Ancell Weir,mezzo-soprano
Hector Lopez,baritone
Liora Maurer,piano
Jean Volpe,soprano
Margarita Gainsborg,soprano
Hoorig Poochikian,violin
Svava Bernhardsdottir,viola
Alla Ablaberdyeva-Ardakov,soprano
Clive Greensmith,cello
Steven Goetz,piano
Vidar Olsen,French horn
Kirsten Williams,soprano
Hyeyoung Song,piano
Wonmin Kim,piano
Michael Chung,piano
Mick Goodrick,guitar
Harold Bauer,piano|lawnmower
Rudolf Buchbinder,piano
Janae Codner,piano
Leon Spierer,violin
Markéta Irglová,piano|vocalist
John Reyes,vocalist
Roger Chapman,vocalist
Evangeline Houghton,soprano
Suzy Williams,vocalist
Elaine Valby,mezzo-soprano
Jeferson Mello,piano
James-Allen Ford,vocalist
Glynne Adams,viola
Julius Goldberg,theremin
Nina Bodnar,violin
Tatyana Margulis,cello
Rebecca Harris,violin|piano
Frederick Kuok,piano
Eddy Arnold,guitar|vocalist
Siampos Dimitrios,guitar
Kathleen Cannon Brooks,soprano
Bruce Hubbard,baritone
Alexander Pyronneau,piano
Pedja Muzijevic,piano
David Amram,guitar|piano|flute|percussion|French horn|kazoo|tin whistle|frame drum|Lakota Sioux courting flute|rattle
Morley Meredith,bass|baritone
Thomas Cabaniss,piano
Maria Malik,piano
Frank Zappa,guitar|vocalist
Daniel Miroslaw,bass-baritone
Susanna Lussi,violin
James Owen Mathews,piano|synthesizer
Gwendolyn Bynum,piano|harpsichord
Christine Nield-Capote,flute
Christine Pryn,violin
Rachel Susser,cello
Jill Felber,flute|alto flute|piccolo
Jeff Boyd,tenor
James Cercone,guitar
Sara Mamminga,French horn
Douglas Stewart,flute
Gladys St. John,soprano
Saeromi Ham,piano
John Simms,piano
Pamela Stevens,mezzo-soprano
Mike Love,vocalist
Jordan Leeds,vocalist
Ellis Berger,drums
James Johnston,piano
Ray Mosca,drums|percussion
Donatella Sollima,piano
Ruth Brown,vocalist
Gerhardt Koch,clarinet|bass clarinet
Martina McBride,vocalist
Augusto Dos Santos,bass
Sally Sanford,soprano
Inna Nassidze,cello
Louis Kievman,viola
Lynn Bernardt,chimes
Abigail Yoon,violin
Richmond Gale,piano
Mrs. Harry Kirkup,piano
Richard Holmes,percussion|baritone
Miroslaw Pokrzywinski,clarinet
Bucky Berger,drums
Enrique Pla,drums
David Titcomb,bass sackbut
Sandra Boykin Nelson,piano
Chiao-Ying Chang,piano
Helen Gallagher,vocalist
Harold Dart,piano
Robert Goss,baritone
Donovan Singletary,bass-baritone
Evanna Chiew,mezzo-soprano
Petr Sporcl,cello
Peter Davis,vocalist
Leonidas Lagrimas,piano
John Darnall,guitar
Robert D. Nagy,tenor
Mary Canberg,violin
Heeyeon Han,piano
Madala Kunene,guitar
David Syrus,piano
Eugene Sullivan,piano
Dale Bartlett,piano
William Horne,tenor
William H. Margrave,baritone
Harry Belafonte,vocalist
Howard Levitsky,piano
Irina Kats,piano
Nora Lessersohn,piano
Susan Nation,double bass
Emanuel Schmauk,piano
Nancy Karper,soprano
Raffaele Bertolini,clarinet
Rhona Freeman,harpsichord
David Harp,piano
Jama Fowler,soprano
Jiazhen Zhao,guqin
Christopher Bowlby,piano
Juliette Seelander,violin
Chhoeurn Chheng,vocalist|sampho
Peter Gustaf Nelson,double bass
Doris Ballard,violin
Albert Wieder,tuba|cimbasso
Julia Bogorad,flute
Klaus Bender,piano
Xuerong Zhao,piano
Jada Jaggernath,soprano
William Ledbetter,baritone
Gary Louris,guitar|vocalist|harmonica
Jeff Szabo,cello
Asbjorn Norgaard,viola
Lori Gilliam,unspecified voice
Adelaide Vilma,soprano
Joske van Gils,bassoon
Magdalena Schuberth-Neymann,piano
Mina Kusumoto,piano
Anand Nayak,guitar|vocalist
Patrick Holmes,piano
Alvina Friend,piano
Nadia Miarrostami,piano
Philipp Matheis,violin
Renata Tebaldi,soprano
Ira Elliot,drums
Antonio Vilardi,piano
Richard Casey,piano
Igor Raniets,drums
David Doucet,guitar
Brankica Brodaric,vocalist
Steve Acklin,bassoon
Cheikh Tairou M'Baye,drums
Sheila Barrett,unspecified
Chuan Qin,piano
Philip Choi,piano
Ignacio Ornes,guitar
Jordan Shafer,piano
Misa Ogasawara,piano
Esther Palliser,soprano
Joy Joung-Sook Kim,soprano
Sara Ma,piano
Marcin Parys,piano
Bob Sande,percussion
Oscar Ringwall,clarinet
Alex Tokatlyan,violin
Jui-Ping Lin,piano
Monika Leonhard,piano
Katrina Rose Dideriksen,vocalist
[first name unknown] White,unspecified voice
Sonja Medvev,unspecified voice
Marylene Dosse,piano
John C. Boden,French horn
Sean Ray,tenor|percussion
David Charles,percussion
Charlie Harris,double bass
Dalia Lazar,piano
Luca Chiantore,piano
Leslie Swanson,soprano
Emanuel Knoll,violin
Eugene Park,tuba|violin
Bob Mitchell,trumpet
Erna Martel,soprano
Cassandra Santiago,soprano
Fumi Tomita,double bass
Chizuko Matsunami,unspecified voice
Cat Power,vocalist
Matias Geovani Del Pino,vocalist|percussion
Cathie Tingey Jones,vocalist
Catherine Eaton,vocalist
Adele Anthony,violin
William Reinert,clarinet
Heather Conner,piano
Ricardo Cazador,vocalist
Mary Huhmann,soprano
Deborah Pellkofer,flute
Homer Burress,tenor
Pawel Nowicki,percussion
Burton James,piano
Luis Maria Bilbao,tenor
Brian Anthony,unspecified
Tina Chang-Chien,viola
Florence Darrah,soprano
Sam Gold,cello
Jake Jacobs,clarinet
Vaclav Remes,violin
Melvada Hughes,vocalist
Slavoljub Kocic,tenor
Byron Singleton,tenor
E.C. Uslar,bass
Reunald Jones Sr.,trumpet
Maria Barrientos,soprano
Christina Raczka,flute
Lou Ann Lee,soprano
Eddie Nugent,vocalist
Pauline Winslow,piano
Jakub Czerski,piano
Adam Silk,violin
Lynn Beckstrom,mezzo-soprano
Jorge Chamine,baritone
Dan Farnsworth,viola da gamba
Marion Martin,contralto
Yuko Mori,piano
Edward Klorman,viola
Melvin Ritter,violin
Olive Warradien,unspecified voice
Sergio George,piano
Marisa Vane,vocalist
Donald Walker,piano
Craig Campbell,tenor
Philip Palmer,French horn
